@relation 'cs415all-redo-complete-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-N-R32-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R35-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R37-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R39-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R44-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R56-weka.filters.unsupervised.attribute.Remove-R60-63,66-weka.filters.unsupervised.attribute.Remove-R60-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute 'Q Avg' numeric
@attribute 'Q Min' numeric
@attribute 'Q Max' numeric
@attribute 'Q \% Zeros' numeric
@attribute 'Q \% below 70\%' numeric
@attribute 'P Avg' numeric
@attribute 'P Min' numeric
@attribute 'P Max' numeric
@attribute 'P \% Zeros' numeric
@attribute 'P \% below 70\%' numeric
@attribute 'PRE Avg' numeric
@attribute 'PRE Min' numeric
@attribute 'PRE Max' numeric
@attribute 'PRE \% Zeros' numeric
@attribute 'PRE \% below 70\%' numeric
@attribute 'L Avg' numeric
@attribute 'L Min' numeric
@attribute 'L Max' numeric
@attribute 'L \% Zeros' numeric
@attribute 'L \% below 70\%' numeric
@attribute 'R Avg' numeric
@attribute 'R Min' numeric
@attribute 'R Max' numeric
@attribute 'R \% Zeros' numeric
@attribute 'R \% below 70\%' numeric
@attribute 'OLE Avg' numeric
@attribute 'OLE Min' numeric
@attribute 'OLE Max' numeric
@attribute 'Exam Avg' numeric
@attribute 'Exam Min' numeric
@attribute 'Exam Max' numeric
@attribute Gender=MALE {f,t}
@attribute Gender=FEMALE {f,t}
@attribute Gender=UNKNOWN {f,t}
@attribute 'CS Major=YES' {f,t}
@attribute 'CS Major=NO' {f,t}
@attribute 'ECE major=NO' {f,t}
@attribute 'ECE major=YES' {f,t}
@attribute Standing=FR {f,t}
@attribute Standing=SO {f,t}
@attribute Standing=GR {f,t}
@attribute Standing=SR {f,t}
@attribute Standing=JR {f,t}
@attribute 'Math Class=MATH 425' {f,t}
@attribute 'Math Class=UNKNOWN' {f,t}
@attribute 'Math Class=MATH 418' {f,t}
@attribute 'Math Class=MATH 531' {f,t}
@attribute 'Math Class=MATH 426' {f,t}
@attribute 'Math Class=NONE' {f,t}
@attribute 'Math Class=MATH 302' {f,t}
@attribute '415 Final Grade' numeric
@attribute 'Q Diff' numeric
@attribute 'P Diff' numeric
@attribute 'L Diff' numeric
@attribute 'R Diff' numeric
@attribute Semester=SEMESTER2007 {f,t}
@attribute Semester=SEMESTER2008 {f,t}
@attribute Semester=SEMESTER2009 {f,t}
@attribute Semester=2010.0 {f,t}
@attribute '520 Grade' numeric

@data
0.876054,0.922619,1,0,0,0.893287,0.838384,1,0,0,0.629213,0,1,0.25,0.4,0.940357,0.725,0,0,0,1,1,0,0,0,0.972066,0.943182,1,0.76126,0.82184,0.680306,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.876651,0.491627,0.744137,0.46863,0.583333,f,f,t,f,0.9175
0.559821,0.505952,0.650794,0,0.25,0.214092,0,1,0.8547,0.666667,0.213483,0,1,0.75,0.8,0.999551,0.944444,1,0,0,0.701923,0,0,0.230769,0.344431,0.860336,0.772727,1,0.358942,0.457855,0.200768,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.421285,0.637463,0.354714,0.46629,0.32581,f,f,t,f,0.9175
0.767321,0.729167,0.905983,0,0,0.978188,0.959596,1,0,0,0.849117,0.6,1,0,0.2,0.90712,0.333333,0,0,0.071226,1,1,0,0,0,0.899441,0.829545,0.977273,0.855022,0.840997,0.904091,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.896388,0.639368,0.785596,0.626983,0.583333,f,f,t,f,0.9175
0.131561,0,0,0.555555,0.875,0.433725,0,1,0.2849,0.5,0.227929,0,0.625,0.75,0.6,0.56719,0,0,0.250837,0.42735,1,1,0,0,0,0.234637,0.090909,0.454545,0.335047,0.41954,0.200768,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.312451,0.222759,0.689943,0.484635,0.583333,f,f,t,f,0.9175
0.808062,0.828599,1,0,0,0.692113,0.424242,1,0,0.5,0.213483,0,1,0.75,0.8,0.902684,0.55,1,0,0.14245,0.826923,0,0,0.115384,0.11481,0.832402,0.738636,1,0.702041,0.764367,0.616368,t,f,f,t,f,t,f,f,f,f,f,t,t,f,f,f,f,f,f,0.713467,0.390921,0.522032,0.358028,0.457465,f,f,t,f,0.4175
0.721414,0.654761,0.816666,0,0.125,0.959732,0.959596,1,0,0,0.866774,0.8,1,0,0,0.929069,0.555556,1,0,0.071226,0.740385,0,0,0.230769,0.229621,0.597766,0.602273,0.772727,0.9506,0.994253,0.904091,f,t,f,f,t,t,f,f,t,f,f,f,f,f,t,f,f,f,f,0.826749,0.456855,0.791815,0.468732,0.592014,f,f,t,f,0.4175
0,0.347222,0.046666,0,1,0,0,1,0.8547,1,0.022472,0,0.125,1,1,0.602588,0,0,0.167224,0.5698,0.769231,0,0,0.230769,0.229621,0,0,0.522727,0.191938,0.208812,0.168797,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0,0.018398,0.360637,0.701098,0.565972,f,f,t,f,0.5825
0.78602,0.75431,0.916668,0,0,0.808389,0.787879,1,0,0,0.882825,0.6,1,0,0.2,0.914296,0.777778,0,0,0,0.971154,0.75,0,0,0,0.910615,0.852273,1,0.903071,0.936781,0.872124,t,f,f,f,t,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.826857,0.556324,0.729626,0.51863,0.609375,f,f,t,f,0.9175
0.547398,0.684524,0.650794,0,0.125,0.502012,0.10101,1,0,0.666667,0.841091,0.642857,1,0,0.2,0.748898,0.291667,0,0,0.213676,1,1,0,0,0,0.27933,0.193182,0.522727,0.597112,0.639431,0.542482,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.478023,0.345536,0.562603,0.322883,0.583333,f,f,t,f,0.9175
0.74284,0.685307,1,0,0.125,0.832383,0.636364,1,0,0.333333,0.807383,0.7,0.875,0,0,0.940955,0.7,0,0,0,1,1,0,0,0,0.916201,0.909091,0.954545,0.784895,0.840997,0.712276,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.82252,0.577517,0.671878,0.441972,0.583333,f,f,t,f,0.9175
0.384885,0.534189,0.250001,0,0.625,0.553691,0.282828,1,0,0.5,0.606742,0.4,0.875,0,0.6,0.485241,0,1,0.083613,0.641026,0.884616,0,0,0.115384,0.11481,0.089387,0.181818,0,0.477378,0.572797,0.328644,f,t,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.39064,0.411386,0.874734,0.258995,0.6875,f,f,t,f,0.9175
0.810238,0.804924,0.912697,0,0,0.852684,0.727273,1,0,0,0.87801,0.7,1,0,0,0.970073,0.766667,1,0,0,1,1,0,0,0,0.826816,0.715909,1,0.915277,0.958021,0.869282,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,0.861168,0.439678,0.744729,0.47438,0.583333,f,f,t,f,1
0.298316,0.535715,0.421051,0,0.875,0.324831,0,1,0.2849,0.666667,0.426966,0,1,0.5,0.6,0.838253,0,1,0.083613,0.071226,1,1,0,0,0,0.631285,0.613636,0.931818,0.618669,0.649426,0.5844,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.397566,0.464818,0.467544,0.544343,0.583333,f,f,t,f,0.9175
0.567489,0.721154,0.738093,0,0.125,0.885905,0.878788,1,0,0,0.828251,0.7,1,0,0,0.790449,0.333333,0,0,0.14245,0.884616,0,0,0.115384,0.11481,0.804469,0.659091,1,0.677108,0.649426,0.744244,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.774236,0.284299,0.731995,0.424898,0.6875,f,f,t,f,0.9175
0.677911,0.654761,0.873562,0,0.125,0.946812,0.939394,1,0,0,0.927769,0.75,1,0,0,0.864553,0.7,1,0,0,0.976923,0.8,0,0,0,0.581006,0.522727,0.727273,0.736325,0.706897,0.808185,f,t,f,t,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,0.823775,0.420386,0.808102,0.386243,0.604166,f,f,t,f,0.9175
0.622215,0.625,0.816666,0,0.375,0.53708,0.323232,0.4,0,0.5,0.213483,0,0,0.625,1,0.609549,0,0,0.173913,0.296296,0,0,0,1,0.995025,0.854748,0.818182,1,0.781361,0.856322,0.676471,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.566232,0.297273,0.875326,0.052135,0.340278,f,f,f,t,1
0.709842,0.685976,1,0,0.125,0.791779,0.666667,1,0,0.166667,0.88764,0.8,1,0,0,0.755294,0,0,0.173913,0.296296,1,1,0,0,0,0.960894,0.920455,1,0.849462,0.87931,0.823529,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.781993,0.336002,0.768716,0.24943,0.583333,f,f,f,t,0.8325
0.737146,0.72601,1,0,0.125,0.633054,0.69697,1,0,0.166667,0.662921,0.6,0.5,0,0.5,0.918394,0.142857,0,0,0.074074,0.934822,0.75,0,0,0,1,1,1,0.72043,0.775862,0.647059,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.728789,0.589669,0.856077,0.365532,0.568576,f,f,f,t,0.75
0.699037,0.662879,1,0,0.125,0.826845,0.757576,1,0,0,1,1,1,0,0,0.945547,0.8,0,0,0,0.981771,0.916667,0,0,0,0.96648,0.943182,1,0.741935,0.810345,0.647059,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.828823,0.562574,0.723407,0.50112,0.580801,f,f,f,t,0.75
0.403821,0.457317,0.358333,0,0.375,0.911745,0.888889,1,0,0,0.775281,0.8,0.5,0,0,0.873202,0.6,0,0,0.074074,0.947917,0.583333,0,0,0.124378,0.357543,0.238636,1,0.408602,0.482759,0.294118,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.709174,0.310817,0.791815,0.419053,0.532697,f,f,f,t,0.8325
0.64722,0.635163,0.633333,0,0.125,0.391276,0,1,0.5698,0.5,0.438202,0,1,0.625,0.5,0.802353,0,0,0.086957,0.148148,0.279018,0,0,0.625,0.746269,0.597766,0.181818,1,0.41577,0.448276,0.37255,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.504692,0.29428,0.338131,0.287655,0.368489,f,f,f,t,0.5
0.485329,0.482724,0.601448,0,0.499999,0.400503,0.444444,1,0,1,0.88764,0.8,1,0,0,0.708465,0.45,0,0,0.37037,0.864583,0,0,0.124999,0.124378,0.385475,0.227273,0.954545,0.759856,0.724138,0.843138,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.468159,0.35047,0.490938,0.198302,0.451678,f,f,f,t,0.3325
0.433791,0.568182,0.284552,0,0.375,0.710571,0.707071,1,0,0,0.775281,0.6,1,0,0.5,0.803984,0.48,0,0,0.222222,0.925863,0.778333,0,0,0,0.843576,0.818182,0.954545,0.362006,0.5,0.137256,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.644446,0.742968,0.750652,0.52389,0.523408,f,f,f,t,0.75
0.67196,0.631314,0.892156,0,0.125,0.856376,0.878788,1,0,0,0.88764,0.8,1,0,0,0.895861,0.6,0,0,0.148148,1,1,0,0,0,0.949721,0.943182,1,0.641576,0.718391,0.529412,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.819751,0.66529,0.764274,0.52595,0.583333,f,f,f,t,0.75
0.623526,0.694445,0.681157,0,0.25,0.823155,0.787879,1,0,0,0.88764,0.8,1,0,0,0.899845,0.533333,0,0,0.148148,0.971875,0.875,0,0,0,0.458101,0.215909,0.704545,0.670252,0.741379,0.568626,t,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.749629,0.561273,0.765459,0.3666,0.610677,f,f,f,t,0.6675
0.685271,0.662879,0.908333,0,0.125,0.908053,0.888889,1,0,0,0.88764,0.8,1,0,0,0.936396,0.666667,0,0,0.074074,0.991072,0.928571,0,0,0,0.955307,0.909091,1,0.763441,0.844828,0.647059,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,0.864375,0.799232,0.833867,0.431497,0.574652,f,f,f,t,0.5
0.45741,0.558943,0.449999,0,0.375,0.459563,0,0,0.2849,0.333333,0.775281,0.6,1,0,0.5,0.858096,0.6,0,0,0.148148,0.916666,0.583333,0,0,0.124378,0.581006,0.375,1,0.451613,0.551724,0.294118,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.516706,0.205289,0.934553,0.401458,0.563078,f,f,f,t,0.4175
