@relation cs415all-redo-complete-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-N-R32-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R35-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R37-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R39-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R44-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R56-weka.filters.unsupervised.attribute.Remove-R61-66-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute 'Q Avg' numeric
@attribute 'Q Min' numeric
@attribute 'Q Max' numeric
@attribute 'Q \% Zeros' numeric
@attribute 'Q \% below 70\%' numeric
@attribute 'P Avg' numeric
@attribute 'P Min' numeric
@attribute 'P Max' numeric
@attribute 'P \% Zeros' numeric
@attribute 'P \% below 70\%' numeric
@attribute 'PRE Avg' numeric
@attribute 'PRE Min' numeric
@attribute 'PRE Max' numeric
@attribute 'PRE \% Zeros' numeric
@attribute 'PRE \% below 70\%' numeric
@attribute 'L Avg' numeric
@attribute 'L Min' numeric
@attribute 'L Max' numeric
@attribute 'L \% Zeros' numeric
@attribute 'L \% below 70\%' numeric
@attribute 'R Avg' numeric
@attribute 'R Min' numeric
@attribute 'R Max' numeric
@attribute 'R \% Zeros' numeric
@attribute 'R \% below 70\%' numeric
@attribute 'OLE Avg' numeric
@attribute 'OLE Min' numeric
@attribute 'OLE Max' numeric
@attribute 'Exam Avg' numeric
@attribute 'Exam Min' numeric
@attribute 'Exam Max' numeric
@attribute Gender=MALE {f,t}
@attribute Gender=FEMALE {f,t}
@attribute Gender=UNKNOWN {f,t}
@attribute 'CS Major=YES' {f,t}
@attribute 'CS Major=NO' {f,t}
@attribute 'ECE major=NO' {f,t}
@attribute 'ECE major=YES' {f,t}
@attribute Standing=FR {f,t}
@attribute Standing=SO {f,t}
@attribute Standing=GR {f,t}
@attribute Standing=SR {f,t}
@attribute Standing=JR {f,t}
@attribute 'Math Class=MATH 425' {f,t}
@attribute 'Math Class=UNKNOWN' {f,t}
@attribute 'Math Class=MATH 418' {f,t}
@attribute 'Math Class=MATH 531' {f,t}
@attribute 'Math Class=MATH 426' {f,t}
@attribute 'Math Class=NONE' {f,t}
@attribute 'Math Class=MATH 302' {f,t}
@attribute '415 Final Grade' numeric
@attribute 'Q Diff' numeric
@attribute 'P Diff' numeric
@attribute 'L Diff' numeric
@attribute 'R Diff' numeric
@attribute Semester=SEMESTER2007 {f,t}
@attribute Semester=SEMESTER2008 {f,t}
@attribute Semester=SEMESTER2009 {f,t}
@attribute Semester=2010.0 {f,t}
@attribute 'Took 416' {YES,NO}

@data
0.36,0,0.649697,0.4,1,0,0,0,1,1,0.012,0,0.048649,0.88,0.88,0.23,0,0.857143,0.69,0.77,0.17,0,1,0.83,0.83,0.25,0.1,0.54,0.333333,0,0.67,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.140715,0.509187,0.777778,0.364587,0.426364,t,f,f,f,NO
0.56,0,0.853333,0.2,0.5,0.800728,0,1,0.09,0.09,0.014667,0,0.04527,0.75,1,0.49,0,0.857143,0.46,0.54,0.4,0,1,0.5,0.67,0.83,0.73,0.92,0.828283,0.835052,0.84,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.693526,0.604183,0.81746,0.484702,0.439091,t,f,f,f,YES
0.59,0.416667,0.698182,0,0.9,0.510464,0,1,0.09,0.73,0.070667,0,0.067568,0.38,0.5,0.65,0,0.857143,0.23,0.38,0.38,0,1,0.58,0.67,0.36,0.18,0.47,0.565657,0.381443,0.72,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.512606,0.746677,0.619048,0.501861,0.369091,t,f,f,f,NO
0.78,0.583333,0.969697,0,0.2,0.770701,0,1,0.09,0.09,0.078667,0,0.067568,0.25,0.5,0.87,0.58,0.857143,0,0.15,0.83,0,1,0.08,0.25,0.25,0.14,0.36,0.858586,0.835052,0.9,f,f,t,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.763884,0.699179,0.888889,0.690613,0.687273,t,f,f,f,YES
0.73,0.625,0.872727,0,0.4,0.360328,0,1,0.55,0.64,0.036,0,0.067568,0.63,0.75,0.74,0,0.857143,0.15,0.31,0.9,0,1,0.08,0.08,0.3,0.06,0.58,0.828283,0.835052,0.84,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.512606,0.691262,0.253968,0.476122,0.515454,t,f,f,f,NO
0.76,0.65625,0.814545,0,0.2,0.850773,0.737374,1,0,0,0.106667,0.5,0.067568,0,0.25,0.95,0.69,0.857143,0,0.08,0.96,0.57,1,0,0.08,0.39,0.27,0.46,0.89899,0.886598,0.94,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.834241,0.715012,0.714286,0.656295,0.680909,t,f,f,f,NO
0.82,0.729167,0.911515,0,0,0.930846,0.727273,1,0,0,0.097333,0,0.067568,0.13,0.25,0.95,0.75,0.857143,0,0,0.9,0,1,0.08,0.08,0.8,0.67,0.88,0.868687,0.845361,0.91,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.894548,0.707095,0.706349,0.699193,0.547273,t,f,f,f,NO
0.7,0.447917,0.833939,0,0.4,0.590537,0,0.98,0.09,0.36,0.106667,0,0.067568,0.13,0.25,0.73,0,0.857143,0.08,0.31,0.97,0.83,1,0,0,0.45,0.24,0.78,0.727273,0.731959,0.75,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.673424,0.635848,0.714286,0.784989,0.636363,t,f,f,f,YES
0.62,0.458333,0.843636,0,0.8,0.850773,0.606061,0.97,0,0.18,0.108,0.5,0.067568,0,0.25,0.89,0.44,0.857143,0,0.15,0.96,0.71,1,0,0,0.61,0.49,0.77,0.787879,0.762887,0.85,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.804088,0.627932,0.65873,0.596237,0.585454,t,f,f,f,NO
0.49,0.135417,0.746667,0,0.9,0.570519,0,1,0.27,0.45,0.090667,0,0.067568,0.25,0.38,0.59,0,0.857143,0.31,0.46,0.83,0,1,0.08,0.17,0.35,0.12,0.51,0.707071,0.618557,0.83,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.582964,0.643764,0.674603,0.227313,0.496364,t,f,f,f,NO
0.79,0.65625,0.911515,0,0.2,0.920837,0.727273,1,0,0,0.109333,0,0.067568,0.13,0.13,0.94,0.58,0.857143,0,0.08,0.99,0.86,1,0,0,0.95,0.93,0.98,0.89899,0.85567,0.94,f,t,f,f,t,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.91465,0.802091,0.730159,0.724932,0.649091,t,f,f,f,NO
0.85,0.729167,0.911515,0,0,0.860782,0.757576,1,0,0,0.093333,0.25,0.067568,0,0.25,0.85,0,0.857143,0.15,0.15,0.92,0,1,0.08,0.08,0.99,0.98,1,0.909091,0.896907,0.96,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.884497,0.778342,0.746032,0.982321,0.744545,t,f,f,f,YES
0.74,0.614583,0.882424,0,0.2,0.760691,0.40404,0.98,0,0.36,0.053333,0,0.067568,0.38,0.63,0.78,0,0.857143,0.15,0.23,0.75,0,1,0.25,0.25,0.46,0.46,0.47,0.808081,0.783505,0.85,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.753832,0.691262,0.849206,0.330269,0.744545,t,f,f,f,YES
0.56,0.458333,0.853333,0,0.7,0.860782,0.656566,1,0,0.09,0.050667,0,0.067568,0.38,0.75,0.81,0,0.857143,0.08,0.23,0.5,0,1,0.5,0.5,0.34,0.13,0.57,0.707071,0.608247,0.77,t,f,f,t,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,0.713628,0.635848,0.777778,0.716352,0.426364,t,f,f,f,YES
0.62,0.385417,0.853333,0,0.7,0.67061,0,0.87,0.09,0.27,0.074667,0,0.067568,0.25,0.5,0.8,0,0.857143,0.08,0.23,0.43,0,1,0.5,0.58,0.33,0.1,0.56,0.767677,0.670103,0.86,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.633219,0.833757,0.904762,0.587658,0.509091,t,f,f,f,NO
0.46,0,0.727273,0.2,0.8,0.410373,0,1,0.45,0.64,0.045333,0,0.067568,0.63,0.63,0.54,0,0.857143,0.38,0.46,0.71,0,1,0.25,0.25,0.2,0,0.49,0.323232,0,0.63,f,f,t,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.402044,0.540852,0.18254,0.141517,0.343636,t,f,f,f,NO
0.9,0.78125,0.969697,0,0,0.920837,0.747475,1,0,0,0.037333,0,0.067568,0.63,0.75,0.87,0,0.857143,0.08,0.08,0.92,0,1,0.08,0.08,0.94,0.84,1,0.868687,0.752577,0.96,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.894548,0.659597,0.738095,0.647715,0.744545,t,f,f,f,YES
0.93,0.802083,0.969697,0,0,0.970883,0.888889,1,0,0,0.118667,0.5,0.067568,0,0.25,0.87,0,0.857143,0.08,0.15,1,1,1,0,0,1,0.99,1,0.979798,1,0.98,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.964906,0.810008,0.769841,0.905104,0.636363,t,f,f,f,YES
0.86,0.71875,0.969697,0,0.1,0.870792,0.646465,1,0,0.09,0.06,0,0.067568,0.5,0.5,0.99,0.91,0.857143,0,0,0.92,0,1,0.08,0.08,0.88,0.69,1,0.89899,0.876289,0.92,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,0.874446,0.754593,0.690476,0.716352,0.744545,t,f,f,f,YES
0.9,0.6875,0.969697,0,0.1,0.990901,0.969697,1,0,0,0.129333,0.78,0.067568,0,0,0.98,0.73,0.857143,0,0,1,1,1,0,0,1,0.99,1,1,1,1,f,f,t,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.985008,0.667513,0.769841,0.690613,0.636363,t,f,f,f,YES
0.705683,0,0.888889,0.1,0.3,0.267516,0,1,0.727273,0.727273,0,0,0,1,1,0.363636,0,0.857143,0.636364,0.636364,0.666667,0,1,0.333333,0.333333,0.73,0.51,0.95,0.272727,0,0.54,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.415167,0.669071,0.388889,0.421525,0.445454,f,t,f,f,YES
0.772714,0.486111,0.909091,0,0.3,0.975432,0.939394,1,0,0,0.096667,0.6,0.067568,0,0.5,0.920455,0,0.857143,0.045455,0.045455,0.888889,0,1,0.111111,0.111111,0.98,0.96,1,0.641414,0.536082,0.75,f,f,t,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.92015,0.814791,0.765344,0.825808,0.763636,f,t,f,f,NO
0.660213,0,0.937374,0.2,0.2,0.609645,0,1,0.363636,0.363636,0.026667,0,0.054054,0.75,0.75,0.7875,0,0.857143,0.181818,0.227273,0.777778,0,1,0.222222,0.222222,0.49,0,0.98,0.237374,0,0.47,t,f,f,t,f,t,f,f,t,f,f,f,t,f,f,f,f,f,f,0.623857,0.47686,0.17672,0.368877,0.318182,f,t,f,f,YES
0.71358,0.610632,0.818182,0,0.3,0.832575,0.494949,1,0,0.181818,0.1,0.4,0.067568,0,0.25,0.89803,0,0.857143,0.045455,0.090909,0.888889,0,1,0.111111,0.111111,0.545,0.32,0.77,0.525253,0.474227,0.58,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.800527,0.691946,0.62672,0.747291,0.763636,f,t,f,f,NO
0.687786,0.488281,0.848485,0,0.5,0.633303,0,0.98,0.181818,0.363636,0.046667,0,0.060811,0.5,0.75,0.832576,0,0.857143,0.136364,0.181818,0.666667,0,1,0.333333,0.333333,0.535,0.44,0.63,0.510101,0.319588,0.7,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.667156,0.715257,0.325661,0.625616,0.731818,f,t,f,f,YES
0.616136,0.459558,0.770054,0,0.8,0.691538,0,1,0.090909,0.363636,0.06,0,0.067568,0.5,0.5,0.836894,0,0.857143,0.090909,0.181818,1,1,1,0,0,0.405,0.35,0.46,0.5,0.42268,0.58,f,f,t,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.692496,0.725927,0.456349,0.7781,0.636363,f,t,f,f,NO
0.720658,0,0.941176,0.1,0.3,0.585988,0,1,0.181818,0.363636,0,0,0,1,1,0.843636,0,0.857143,0.136364,0.181818,0.777778,0,1,0.222222,0.222222,0.96,0.92,1,0.338384,0,0.67,f,t,f,t,f,t,f,f,t,f,f,f,f,f,f,f,t,f,f,0.658193,0.851161,0.208201,0.627436,0.890909,f,t,f,f,NO
0.790606,0,0.942761,0.1,0.1,0.737944,0,1,0.090909,0.272727,0.066667,0,0.060811,0.25,0.75,0.85947,0,0.857143,0.090909,0.090909,0.777778,0,1,0.222222,0.222222,0.96,0.92,1,0.590909,0.484536,0.7,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.784325,0.876879,0.403439,0.580768,0.604545,f,t,f,f,YES
0.816212,0.682471,0.912656,0,0.1,0.598726,0,1,0.181818,0.454545,0.083333,0,0.067568,0.25,0.5,0.928409,0.6,0.857143,0,0.045455,0.444444,0,1,0.555556,0.555556,0.965,0.95,0.98,0.575758,0.505155,0.65,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.719832,0.769271,0.413756,0.704263,0.413636,f,t,f,f,YES
0.255329,0,0.869384,0.6,0.9,0.532302,0,1,0.363636,0.454545,0,0,0,1,1,0.822348,0,0.857143,0.136364,0.181818,0.666667,0,1,0.333333,0.333333,0.475,0,0.95,0.207071,0,0.41,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.504752,0.494812,0.129101,0.623666,0.445454,f,t,f,f,NO
0.159412,0,0.775758,0.8,0.8,0.181983,0,1,0.818182,0.818182,0,0,0,1,1,0.278788,0,0.857143,0.681818,0.727273,0.222222,0,1,0.777778,0.777778,0,0,0,0,0,0,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.167052,0.478452,0.513228,0.411125,0.381818,f,t,f,f,YES
0.636372,0.462963,0.741533,0,0.8,0.917198,0.767677,1,0,0,0.106667,0.3,0.067568,0,0.25,0.918182,0.5,0.857143,0,0.090909,1,1,1,0,0,0.695,0.47,0.92,0.530303,0.412371,0.65,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.845453,0.655343,0.753968,0.671114,0.636363,f,t,f,f,YES
0.677384,0.306373,0.869384,0,0.4,0.353958,0,1,0.454545,0.636364,0.023333,0,0.047297,0.75,0.75,0.527348,0,0.857143,0.318182,0.545455,0.888889,0,1,0.111111,0.111111,0.405,0.4,0.41,0.555556,0.484536,0.63,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.489864,0.517002,0.330159,0.435694,0.477273,f,t,f,f,NO
0.308088,0,0.848485,0.6,0.6,0.344858,0,1,0.545455,0.636364,0.01,0,0.02027,0.75,1,0.474242,0,0.857143,0.454545,0.545455,0.222222,0,1,0.777778,0.777778,0.365,0,0.73,0.19697,0,0.39,t,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,t,f,f,0.346852,0.243058,0.276455,0.223934,0.381818,f,t,f,f,NO
0.853773,0.752315,0.969697,0,0,0.932666,0.727273,1,0,0,0.115,0.75,0.067568,0,0,0.989015,0.85,0.857143,0,0,1,1,1,0,0,0.85,0.81,0.89,0.631313,0.597938,0.67,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,0.924481,0.729009,0.722752,0.714662,0.636363,f,t,f,f,YES
0.938815,0.78125,1,0,0,0.863512,0.242424,1,0,0.181818,0.111667,0.6,0.067568,0,0.25,0.927121,0.4,0.857143,0,0.090909,0.888889,0,1,0.111111,0.111111,1,1,1,0.691919,0.597938,0.79,t,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.906346,0.655743,0.718518,0.666174,0.477273,f,t,f,f,NO
0.61636,0.462963,0.969697,0,0.8,0.431301,0,0.98,0.363636,0.636364,0.038333,0,0.050676,0.5,0.75,0.745076,0,0.857143,0.045455,0.363636,1,1,1,0,0,0.435,0.26,0.61,0.388889,0.360825,0.42,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.543944,0.628947,0.194444,0.358478,0.636363,f,t,f,f,NO
0.831399,0.694445,0.941176,0,0.2,0.88899,0.69697,1,0,0.090909,0.1,0.5,0.067568,0,0.25,0.962197,0.833333,0.857143,0,0,1,1,1,0,0,0.965,0.95,0.98,0.661616,0.587629,0.74,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.902462,0.752274,0.730952,0.682684,0.636363,f,t,f,f,YES
0.352323,0,0.646465,0.1,1,0.586897,0,1,0.090909,0.363636,0.036667,0,0.040541,0.5,1,0.905682,0.166667,0.857143,0,0.090909,0.888889,0,1,0.111111,0.111111,0.1,0,0.2,0.262626,0.206186,0.32,t,f,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,0.556285,0.478811,0.244709,0.618466,0.763636,f,t,f,f,NO
0.402857,0.21446,0.568443,0,1,0.474067,0,1,0.363636,0.545455,0.063333,0,0.054054,0.25,0.75,0.763409,0,0.857143,0.136364,0.272727,0.555556,0,1,0.444444,0.444444,0.185,0.02,0.35,0.217172,0,0.43,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.483715,0.531193,0.146825,0.717003,0.572727,f,t,f,f,NO
0.580245,0.367647,0.741533,0,0.6,0.697907,0,1,0.090909,0.272727,0.101667,0.6,0.060811,0,0.25,0.920455,0.4,0.857143,0,0.090909,1,1,1,0,0,0.325,0.15,0.5,0.449495,0.402062,0.5,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.699549,0.634452,0.406349,0.792009,0.636363,f,t,f,f,YES
0.706184,0.553385,0.884136,0,0.5,0.900819,0.656566,1,0,0.090909,0.116667,0.7,0.067568,0,0,0.841667,0,0.857143,0.045455,0.136364,1,1,1,0,0,0.475,0.43,0.52,0.570707,0.494845,0.65,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.830913,0.669894,0.696296,0.698413,0.636363,f,t,f,f,YES
0.772593,0.488281,0.941176,0,0.2,0.809827,0.212121,1,0,0.181818,0.126667,0.9,0.067568,0,0,0.916439,0.333333,0.857143,0,0.090909,1,1,1,0,0,0.45,0.42,0.48,0.565657,0.546392,0.59,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,0.810891,0.597219,0.511375,0.745601,0.636363,f,t,f,f,NO
0.490267,0.231481,0.655972,0,1,0.787989,0.393939,1,0,0.363636,0.073333,0,0.067568,0.25,0.75,0.912879,0.5,0.857143,0,0.090909,1,1,1,0,0,0.45,0.44,0.46,0.434343,0.298969,0.57,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.7256,0.599568,0.703175,0.771209,0.636363,f,t,f,f,NO
0.928398,0.839121,0.969697,0,0,0.967243,0.929293,1,0,0,0.123333,0.8,0.067568,0,0,0.982576,0.75,0.857143,0,0,1,1,1,0,0,1,1,1,0.636364,0.57732,0.7,f,f,t,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.964829,0.718932,0.765609,0.711412,0.636363,f,t,f,f,NO
0.669524,0.549769,0.798574,0,0.6,0.688808,0,1,0.090909,0.363636,0.073333,0,0.060811,0.25,0.5,0.853788,0,0.857143,0.045455,0.136364,0.888889,0,1,0.111111,0.111111,0.45,0.05,0.85,0.429293,0.371134,0.49,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.699271,0.630987,0.390476,0.615216,0.477273,f,t,f,f,NO
0.826207,0.729167,0.912656,0,0,0.900819,0.686869,1,0,0.090909,0.096667,0,0.067568,0.25,0.25,0.978409,0.75,0.857143,0,0,0.555556,0,1,0.444444,0.444444,0.875,0.75,1,0.646465,0.556701,0.74,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.881498,0.789082,0.786508,0.696463,0,f,t,f,f,YES
0.070588,0,0.684492,0.9,0.9,0.159236,0,1,0.818182,0.818182,0,0,0,1,1,0.225,0,0.857143,0.772727,0.772727,0.222222,0,1,0.777778,0.777778,0,0,0,0,0,0,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.132183,0.619084,0.546296,0.495621,0.381818,f,t,f,f,NO
0.932189,0.827206,0.969697,0,0,0.959054,0.858586,1,0,0,0.12,0.6,0.067568,0,0.25,0.957197,0.775,0.857143,0,0,1,1,1,0,0,0.99,0.98,1,0.69697,0.587629,0.81,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.961456,0.802506,0.783333,0.701663,0.636363,f,t,f,f,YES
0.318824,0.122549,0.59893,0,1,0.424931,0,0.96,0.363636,0.636364,0.046667,0,0.054054,0.5,0.75,0.755303,0,0.857143,0.045455,0.363636,0.444444,0,1,0.555556,0.555556,0.09,0,0.18,0.20202,0.082474,0.32,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.42691,0.514385,0.203704,0.745211,0.7,f,t,f,f,NO
0.906263,0.798611,0.969697,0,0,0.942675,0.848485,1,0,0,0.063333,0,0.067568,0.5,0.5,0.950758,0.6,0.857143,0,0.045455,0.666667,0,1,0.333333,0.333333,1,1,1,0.681818,0.597938,0.77,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.922284,0.7684,0.714021,0.672414,0.445454,f,t,f,f,YES
0.728312,0.578704,0.942761,0,0.5,0.744313,0.30303,1,0,0.363636,0.026667,0,0.047297,0.5,0.75,0.908712,0.1,0.857143,0,0.090909,1,1,1,0,0,0.43,0.38,0.48,0.520202,0.42268,0.62,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.745767,0.751859,0.565873,0.748461,0.636363,f,t,f,f,YES
0.2814,0,0.635318,0.5,1,0.171974,0,1,0.818182,0.818182,0.023333,0,0.047297,0.75,0.75,0.40303,0,0.857143,0.5,0.636364,0,0,0,1,1,0.09,0,0.18,0.186869,0,0.37,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.222386,0.285313,0.527778,0.262931,0.636363,f,t,f,f,NO
0.884882,0,0.969697,0.1,0.1,0.99272,0.959596,1,0,0,0.1,0,0.067568,0.25,0.25,1,1,0.857143,0,0,1,1,1,0,0,1,1,1,0.70202,0.597938,0.81,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.972892,0.559136,0.789683,0.733511,0.636363,f,t,f,f,YES
0.694667,0,0.884136,0.1,0.3,0.457689,0,1,0.272727,0.636364,0.046667,0,0.054054,0.5,0.75,0.908712,0.375,0.857143,0,0.181818,0.777778,0,1,0.222222,0.222222,0.96,0.92,1,0.590909,0.494845,0.69,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.636577,0.67209,0.304498,0.576868,0.318182,f,t,f,f,NO
0.553892,0.183824,0.757576,0,0.7,0.678799,0,1,0.090909,0.272727,0.1,0.5,0.067568,0,0.5,0.916061,0.6,0.857143,0,0.090909,0.777778,0,1,0.222222,0.222222,0.485,0.4,0.57,0.409091,0.371134,0.45,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.682656,0.486998,0.399206,0.656555,0.890909,f,t,f,f,NO
0.154379,0,0.57041,0.7,1,0.380346,0,0.99,0.545455,0.545455,0.05,0,0.054054,0.5,0.5,0.427273,0,0.857143,0.5,0.590909,0.333333,0,1,0.666667,0.666667,0.215,0,0.43,0.191919,0,0.38,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.331218,0.609563,0.480952,0.273331,0.254545,f,t,f,f,NO
0.488587,0,0.840404,0.3,0.6,0.938126,0.858586,1,0,0,0.111667,0.75,0.067568,0,0,0.914773,0.125,0.857143,0,0.090909,1,1,1,0,0,0.875,0.75,1,0.60101,0.443299,0.76,f,f,t,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.846648,0.611801,0.743915,0.688663,0.636363,f,t,f,f,YES
0.787525,0.694445,0.848485,0,0.1,0.918108,0.808081,1,0,0,0.08,0,0.067568,0.25,0.5,0.938333,0.6,0.857143,0,0.090909,1,1,1,0,0,0.855,0.71,1,0.530303,0.402062,0.66,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.881498,0.752601,0.743915,0.633935,0.636363,f,t,f,f,YES
0.802895,0.718391,0.855615,0,0.1,0.55141,0,1,0.272727,0.545455,0.066667,0,0.060811,0.25,0.5,0.471061,0,0.857143,0.454545,0.545455,0.888889,0,1,0.111111,0.111111,0.645,0.55,0.74,0.606061,0.505155,0.71,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.626266,0.736026,0.217725,0.686974,0.477273,f,t,f,f,NO
0.880524,0.78125,0.915824,0,0,0.946315,0.838384,1,0,0,0.086667,0.2,0.067568,0,0.5,0.937121,0,0.857143,0.045455,0.045455,0.888889,0,1,0.111111,0.111111,1,1,1,0.666667,0.56701,0.77,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.930019,0.737103,0.743651,0.656815,0.477273,f,t,f,f,YES
0.572227,0.367647,0.76907,0,0.8,0.377616,0,1,0.545455,0.636364,0.033333,0,0.054054,0.5,0.75,0.531818,0,0.857143,0.318182,0.5,0.888889,0,1,0.111111,0.111111,0,0,0,0.20202,0,0.4,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.424436,0.602326,0.228836,0.239532,0.763636,f,t,f,f,NO
0.696228,0.520833,0.902821,0,0.6,0.962693,0.909091,1,0,0,0.113333,0.6,0.067568,0,0.25,0.92803,0.375,0.857143,0,0.090909,1,1,1,0,0,0.685,0.57,0.8,0.59596,0.494845,0.7,f,t,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.886313,0.573832,0.783863,0.625616,0.636363,f,t,f,f,NO
0.70713,0,0.969697,0.1,0.2,0.745222,0.070707,1,0,0.363636,0.073333,0.1,0.067568,0,0.75,0.820833,0,0.857143,0.090909,0.181818,0.333333,0,1,0.666667,0.666667,0.945,0.9,0.99,0.570707,0.474227,0.67,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.745476,0.823232,0.503439,0.488472,0.254545,f,t,f,f,YES
0.700001,0.520833,0.878788,0,0.5,0.729754,0,1,0.090909,0.272727,0.093333,0.3,0.067568,0,0.5,0.9375,0.6,0.857143,0,0.045455,1,1,1,0,0,0.645,0.59,0.7,0.489899,0.484536,0.5,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.762299,0.512497,0.330952,0.649665,0.636363,f,t,f,f,NO
0.608666,0.390625,0.711111,0,0.7,0.942675,0.767677,1,0,0,0.1,0.6,0.067568,0,0.5,0.970076,0.8,0.857143,0,0,0.777778,0,1,0.222222,0.222222,0.57,0.43,0.71,0.439394,0.412371,0.47,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.834958,0.701342,0.792593,0.721162,0.318182,f,t,f,f,NO
