@relation cs415all-redo-complete-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-N-R32-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R35-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R37-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R39-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R44-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R56-weka.filters.unsupervised.attribute.Remove-R61-66-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute 'Q Avg' numeric
@attribute 'Q Min' numeric
@attribute 'Q Max' numeric
@attribute 'Q \% Zeros' numeric
@attribute 'Q \% below 70\%' numeric
@attribute 'P Avg' numeric
@attribute 'P Min' numeric
@attribute 'P Max' numeric
@attribute 'P \% Zeros' numeric
@attribute 'P \% below 70\%' numeric
@attribute 'PRE Avg' numeric
@attribute 'PRE Min' numeric
@attribute 'PRE Max' numeric
@attribute 'PRE \% Zeros' numeric
@attribute 'PRE \% below 70\%' numeric
@attribute 'L Avg' numeric
@attribute 'L Min' numeric
@attribute 'L Max' numeric
@attribute 'L \% Zeros' numeric
@attribute 'L \% below 70\%' numeric
@attribute 'R Avg' numeric
@attribute 'R Min' numeric
@attribute 'R Max' numeric
@attribute 'R \% Zeros' numeric
@attribute 'R \% below 70\%' numeric
@attribute 'OLE Avg' numeric
@attribute 'OLE Min' numeric
@attribute 'OLE Max' numeric
@attribute 'Exam Avg' numeric
@attribute 'Exam Min' numeric
@attribute 'Exam Max' numeric
@attribute Gender=MALE {f,t}
@attribute Gender=FEMALE {f,t}
@attribute Gender=UNKNOWN {f,t}
@attribute 'CS Major=YES' {f,t}
@attribute 'CS Major=NO' {f,t}
@attribute 'ECE major=NO' {f,t}
@attribute 'ECE major=YES' {f,t}
@attribute Standing=FR {f,t}
@attribute Standing=SO {f,t}
@attribute Standing=GR {f,t}
@attribute Standing=SR {f,t}
@attribute Standing=JR {f,t}
@attribute 'Math Class=MATH 425' {f,t}
@attribute 'Math Class=UNKNOWN' {f,t}
@attribute 'Math Class=MATH 418' {f,t}
@attribute 'Math Class=MATH 531' {f,t}
@attribute 'Math Class=MATH 426' {f,t}
@attribute 'Math Class=NONE' {f,t}
@attribute 'Math Class=MATH 302' {f,t}
@attribute '415 Final Grade' numeric
@attribute 'Q Diff' numeric
@attribute 'P Diff' numeric
@attribute 'L Diff' numeric
@attribute 'R Diff' numeric
@attribute Semester=SEMESTER2007 {f,t}
@attribute Semester=SEMESTER2008 {f,t}
@attribute Semester=SEMESTER2009 {f,t}
@attribute Semester=2010.0 {f,t}
@attribute 'Took 416' {YES,NO}

@data
0.796045,0.723379,0.855615,0,0.1,0.959054,0.888889,1,0,0,0.113333,0.6,0.067568,0,0.25,0.9375,0.6,0.857143,0,0.045455,1,1,1,0,0,0.55,0.52,0.58,0.550505,0.463918,0.64,t,f,f,f,t,t,f,f,f,f,t,f,f,t,f,f,f,f,f,0.891374,0.697459,0.745502,0.735462,0.636363,f,t,f,f,NO
0.29691,0,0.636364,0.5,1,0,0,0,1,1,0,0,0,1,1,0.350455,0,0.857143,0.454545,0.681818,0.222222,0,1,0.777778,0.777778,0.325,0,0.65,0.146465,0,0.29,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.151746,0.260757,0.777778,0.204954,0.381818,f,t,f,f,NO
0.984142,0.972222,0.969697,0,0,1,1,1,0,0,0.123333,0.8,0.067568,0,0,1,1,0.857143,0,0,1,1,1,0,0,1,1,1,0.717172,0.618557,0.82,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,1,0.746638,0.77619,0.733511,0.636363,f,t,f,f,YES
0.78829,0.694445,0.941176,0,0.2,0.906279,0.626263,1,0,0.090909,0.116667,0.7,0.067568,0,0,0.900758,0.416667,0.857143,0,0.045455,0.888889,0,1,0.111111,0.111111,0.675,0.6,0.75,0.631313,0.494845,0.77,f,f,t,f,t,f,t,f,f,f,t,f,f,t,f,f,f,f,f,0.869607,0.782693,0.737831,0.680214,0.763636,f,t,f,f,NO
0.916163,0.735294,0.969697,0,0,0.866242,0,1,0.090909,0.090909,0.081667,0,0.060811,0.25,0.25,0.92803,0,0.857143,0.045455,0.045455,0.666667,0,1,0.333333,0.333333,1,1,1,0.641414,0.515464,0.77,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.883159,0.722975,0.601058,0.836207,0.445454,f,t,f,f,YES
0.185098,0,0.775758,0.7,0.9,0.315742,0,1,0.545455,0.727273,0,0,0,1,1,0.181818,0,0.857143,0.818182,0.818182,0.111111,0,1,0.888889,0.888889,0.325,0,0.65,0,0,0,t,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,t,f,f,0.237324,0.437784,0.318783,0.421525,0.509091,f,t,f,f,NO
0.927279,0.839121,0.969697,0,0,0.944495,0.848485,1,0,0,0.116667,0.7,0.067568,0,0,0.930682,0,0.857143,0.045455,0.045455,1,1,1,0,0,1,1,1,0.656566,0.556701,0.76,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,0.946166,0.683967,0.755026,0.817358,0.636363,f,t,f,f,YES
0.880724,0.796569,0.969697,0,0,0.957234,0.89899,1,0,0,0.13,0.9,0.067568,0,0,0.934848,0.4,0.857143,0,0.045455,1,1,1,0,0,1,1,1,0.676768,0.57732,0.78,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.948729,0.775333,0.771429,0.699713,0.636363,f,t,f,f,NO
0.708459,0.431034,0.939394,0,0.5,0.865332,0.444444,1,0,0.090909,0.1,0.6,0.067568,0,0.5,0.82803,0,0.857143,0.090909,0.181818,0.888889,0,1,0.111111,0.111111,0.975,0.95,1,0.515152,0.391753,0.64,t,f,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,0.830678,0.761561,0.669312,1,0.477273,f,t,f,f,YES
0.816967,0,0.969697,0.1,0.1,0.652411,0,1,0.272727,0.272727,0.11,0.6,0.067568,0,0.25,0.957576,0.533333,0.857143,0,0.045455,0.666667,0,1,0.333333,0.333333,0.91,0.82,1,0.661616,0.546392,0.78,t,f,f,t,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,0.768533,0.585236,0.580159,0.684113,0.445454,f,t,f,f,NO
0.865728,0.826149,0.969697,0,0,0.851683,0,1,0.090909,0.181818,0.066667,0,0.060811,0.25,0.75,0.87553,0,0.857143,0.090909,0.090909,0.888889,0,1,0.111111,0.111111,0.99,0.98,1,0.616162,0.536082,0.7,t,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.864355,0.731425,0.52619,0.735202,0.477273,f,t,f,f,YES
0.633686,0.428922,0.818182,0,0.7,0.424931,0,1,0.363636,0.636364,0.055,0,0.054054,0.25,0.75,0.8,0,0.857143,0.045455,0.272727,1,1,1,0,0,0.16,0.04,0.28,0.414141,0.371134,0.46,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.539988,0.587805,0.203704,0.437124,0.636363,f,t,f,f,NO
0.77986,0.643382,0.942761,0,0.2,0.435851,0,1,0.454545,0.545455,0.016667,0,0.033784,0.75,1,0.798258,0,0.857143,0.045455,0.272727,1,1,1,0,0,0.61,0.52,0.7,0.560606,0.463918,0.66,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.604595,0.716101,0.14418,0.431014,0.636363,f,t,f,f,YES
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0.090909,0,0.857143,0.909091,0.909091,0,0,0,1,1,0.35,0,0.7,0,0,0,f,f,t,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.035883,0.730844,0.777778,0.889505,0.636363,f,t,f,f,NO
0.782939,0.625,0.888889,0,0.1,0.850773,0.555556,1,0,0.272727,0.11,0.6,0.067568,0,0.25,0.882955,0,0.857143,0.045455,0.136364,0.888889,0,1,0.111111,0.111111,0.635,0.52,0.75,0.631313,0.546392,0.72,f,t,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.836385,0.804359,0.687566,0.873256,0.477273,f,t,f,f,NO
0.67851,0.398284,0.848485,0,0.4,0.623294,0,1,0.181818,0.454545,0.073333,0,0.067568,0.25,0.5,0.826061,0.2,0.857143,0,0.272727,1,1,1,0,0,0.655,0.63,0.68,0.525253,0.402062,0.65,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.689648,0.628532,0.357672,0.678394,0.636363,f,t,f,f,NO
0.588846,0.459558,0.775758,0,0.7,0.940855,0.858586,1,0,0,0.103333,0.6,0.067568,0,0.25,0.953561,0.666667,0.857143,0,0.045455,0.555556,0,1,0.444444,0.444444,0.63,0.43,0.83,0.489899,0.42268,0.56,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.825545,0.638296,0.725397,0.697503,0.572727,f,t,f,f,NO
0.799939,0.607639,0.912656,0,0.1,0.961783,0.929293,1,0,0,0.12,0.8,0.067568,0,0,0.9375,0,0.857143,0.045455,0.045455,1,1,1,0,0,0.875,0.75,1,0.580808,0.525773,0.64,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.918691,0.662578,0.770635,0.813458,0.636363,f,t,f,f,YES
0.687891,0.434028,0.855615,0,0.6,0.879891,0.171717,1,0,0.090909,0.093333,0,0.067568,0.25,0.25,0.831818,0,0.857143,0.045455,0.181818,0.888889,0,1,0.111111,0.111111,0.58,0.38,0.78,0.606061,0.515464,0.7,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.816676,0.685664,0.592857,0.77251,0.477273,f,t,f,f,YES
0.917143,0.88848,0.942761,0,0,0.971792,0.89899,1,0,0,0.123333,0.8,0.067568,0,0,0.882955,0,0.857143,0.045455,0.090909,1,1,1,0,0,0.94,0.9,0.98,0.646465,0.536082,0.76,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.946653,0.75221,0.776455,0.76666,0.636363,f,t,f,f,YES
0.742576,0.636574,0.861953,0,0.5,0.730664,0,1,0.090909,0.272727,0.1,0.4,0.067568,0,0.5,0.890152,0.25,0.857143,0,0.136364,0.888889,0,1,0.111111,0.111111,0.52,0.47,0.57,0.575758,0.505155,0.65,f,t,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.758557,0.74027,0.475133,0.607417,0.477273,f,t,f,f,NO
0.372118,0,0.869384,0.5,0.5,0.434031,0,1,0.545455,0.545455,0.036667,0,0.040541,0.5,1,0.482576,0,0.857143,0.454545,0.545455,0.555556,0,1,0.444444,0.444444,0,0,0,0,0,0,f,f,t,t,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.377887,0.14168,0.146825,0.217434,0,f,t,f,f,NO
0.710287,0.451389,0.818182,0,0.5,0.742493,0,1,0.090909,0.181818,0.073333,0,0.067568,0.25,0.5,0.857652,0.2,0.857143,0,0.181818,1,1,1,0,0,0.435,0.39,0.48,0.555556,0.536082,0.58,f,t,f,f,t,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.747198,0.675234,0.446296,0.660845,0.636363,f,t,f,f,NO
0.779283,0.549769,0.90505,0,0.2,0.757962,0,1,0.090909,0.272727,0.068333,0,0.054054,0.25,0.5,0.858106,0,0.857143,0.045455,0.136364,0.888889,0,1,0.111111,0.111111,0.895,0.87,0.92,0.560606,0.412371,0.71,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.78945,0.616184,0.48201,0.759901,0.763636,f,t,f,f,YES
0.782616,0.694445,0.969697,0,0.2,0.912648,0.828283,1,0,0,0.09,0,0.067568,0.25,0.25,0.958712,0.75,0.857143,0,0,1,1,1,0,0,0.935,0.87,1,0.560606,0.412371,0.71,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.890442,0.681274,0.763492,0.748461,0.636363,f,t,f,f,YES
0.81255,0.636574,0.969697,0,0.1,0.961783,0.878788,1,0,0,0.118333,0.75,0.067568,0,0,0.890303,0,0.857143,0.045455,0.136364,1,1,1,0,0,0.975,0.95,1,0.656566,0.536082,0.78,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,0.926167,0.721839,0.747355,0.791749,0.636363,f,t,f,f,YES
0.228495,0,0.655972,0.6,1,0.320291,0,1,0.636364,0.727273,0.023333,0,0.033784,0.5,1,0.426515,0,0.857143,0.5,0.590909,0.333333,0,1,0.666667,0.666667,0,0,0,0,0,0,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.276758,0.369075,0.312169,0.313629,0.254545,f,t,f,f,NO
0.624661,0.434028,0.702194,0,0.7,0.861692,0.545455,1,0,0.181818,0.1,0.4,0.067568,0,0.25,0.85303,0,0.857143,0.045455,0.136364,1,1,1,0,0,0.205,0.1,0.31,0.414141,0.42268,0.41,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.765597,0.627124,0.724074,0.873905,0.636363,f,t,f,f,NO
0.415556,0,0.909091,0.5,0.5,0.535031,0,1,0.454545,0.454545,0.033333,0,0.067568,0.75,0.75,0.550909,0,0.857143,0.363636,0.5,0.333333,0,1,0.666667,0.666667,0.5,0,1,0.267677,0,0.53,t,f,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,0.494039,0.585271,0,0.419964,0.254545,f,t,f,f,NO
0.748268,0.590278,0.969697,0,0.5,0.845313,0.525253,1,0,0.090909,0.073333,0.1,0.067568,0,0.75,0.948636,0.65,0.857143,0,0.045455,1,1,1,0,0,0.92,0.86,0.98,0.550505,0.381443,0.72,f,f,t,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.845319,0.693487,0.631482,0.728051,0.636363,f,t,f,f,YES
0.838999,0.765931,0.969697,0,0,0.695177,0,1,0.272727,0.272727,0.053333,0,0.067568,0.5,0.75,0.805682,0,0.857143,0.181818,0.181818,0.888889,0,1,0.111111,0.111111,1,1,1,0.651515,0.57732,0.73,t,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.775851,0.672268,0.264815,0.579468,0.477273,f,t,f,f,NO
0.829844,0.75431,0.909091,0,0,0.880801,0.727273,0.99,0,0,0.096667,0,0.067568,0.25,0.25,0.918182,0.25,0.857143,0,0.090909,1,1,1,0,0,0.965,0.95,0.98,0.656566,0.56701,0.75,f,f,t,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.890495,0.771423,0.725397,0.733511,0.636363,f,t,f,f,NO
0.889108,0.78125,0.941176,0,0,0.687898,0,1,0.181818,0.272727,0.126667,0.8,0.067568,0,0,0.715076,0,0.857143,0.136364,0.318182,0.444444,0,1,0.555556,0.555556,0.86,0.85,0.87,0.656566,0.56701,0.75,t,f,f,t,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,0.752501,0.718596,0.266667,0.737541,0.127273,f,t,f,f,YES
0.619906,0.367647,0.770054,0,0.4,0.877161,0.656566,1,0,0.090909,0.078333,0,0.054054,0.25,0.25,0.932197,0.25,0.857143,0,0.090909,0.888889,0,1,0.111111,0.111111,0.535,0.42,0.65,0.535354,0.484536,0.59,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.806343,0.567776,0.684127,0.656164,0.763636,f,t,f,f,YES
0.772393,0,0.941176,0.1,0.1,0.748863,0,1,0.090909,0.363636,0.083333,0,0.067568,0.25,0.5,0.888636,0,0.857143,0.045455,0.136364,1,1,1,0,0,0.9,0.8,1,0.686869,0.536082,0.84,t,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.807919,0.664152,0.361375,0.789409,0.636363,f,t,f,f,YES
0.575583,0.426136,0.740032,0,0.777778,0.587457,0,1,0.230769,0.461538,0.077333,0,0.057915,0.2,0.6,0.744689,0,1,0.115385,0.307692,0.846154,0,1,0.153846,0.153846,0.223333,0,0.55,0.608622,0.446735,0.771739,t,f,f,f,t,t,f,f,t,f,f,f,f,f,t,f,f,f,f,0.581437,0.544846,0.37944,0.62383,0.424243,f,f,t,f,NO
0.309601,0,0.882424,0.444444,0.888889,0.537412,0,1,0.230769,0.461538,0,0,0,1,1,0.335447,0,0.857143,0.615385,0.653846,0.384615,0,1,0.615385,0.615385,0.35,0,0.82,0.553847,0.45819,0.652174,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.436482,0.57305,0.620182,0.470112,0.181818,f,f,t,f,NO
0.170077,0,0.882424,0.777778,0.888889,0,0,0,1,1,0,0,0,1,1,0.057692,0,0.857143,0.923077,0.961538,0,0,0,1,1,0,0,0,0,0,0,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.03434,0.488495,0.777778,0.634515,0.636363,f,f,t,f,NO
0.885244,0.794956,0.921212,0,0,0.958563,0.717172,1,0,0,0.113524,0.6,0.067568,0,0.2,0.977585,0.8,1,0,0,1,1,1,0,0,0.83,0.68,0.93,0.948616,0.927835,0.978261,t,f,f,f,t,t,f,f,f,f,t,f,f,t,f,f,f,f,f,0.942438,0.749888,0.803288,0.740514,0.636363,f,f,t,f,NO
0.774248,0.646552,0.882424,0,0.222222,0.891579,0.272727,1,0,0.076923,0.022857,0,0.057915,0.8,0.8,0.893922,0.416667,1,0,0.115385,0.769231,0,1,0.230769,0.230769,0.87,0.81,0.97,0.871152,0.870561,0.880435,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.856311,0.683684,0.641534,0.652497,0.515151,f,f,t,f,YES
0.599524,0.466008,0.735632,0,0.666667,0.874641,0,1,0.076923,0.076923,0.099809,0.4,0.064189,0,0.2,0.9538,0.76,0.857143,0,0,1,1,1,0,0,0.516667,0.23,0.89,0.720734,0.664375,0.782609,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.805552,0.629028,0.639456,0.756102,0.636363,f,f,t,f,NO
0.859849,0.770833,0.944178,0,0,0.971652,0.818182,1,0,0,0.122667,0.65,0.067568,0,0.2,0.963681,0.75,1,0,0,1,1,1,0,0,0.94,0.89,0.97,0.938003,0.952488,0.933333,t,f,f,t,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,0.95049,0.823815,0.761905,0.693903,0.636363,f,f,t,f,NO
0.587661,0.438597,0.76907,0,0.777778,0.44887,0,0.97,0.384615,0.538462,0.065333,0,0.067568,0.4,0.4,0.542363,0,1,0.153846,0.576923,0.846154,0,1,0.153846,0.153846,0.256667,0,0.77,0.68072,0.515464,0.847826,t,f,f,f,t,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.492914,0.58798,0.416478,0.275837,0.424243,f,f,t,f,NO
0.568023,0.213675,0.784993,0,0.777778,0.794568,0,1,0.076923,0.153846,0.073714,0,0.057915,0.2,0.6,0.9484,0.725,1,0,0,0.75,0,1,0.230769,0.230769,0.516667,0.39,0.61,0.593007,0.526919,0.663043,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.740197,0.553575,0.499433,0.675979,0.291666,f,f,t,f,YES
0.630823,0.60307,0.76907,0,0.888889,0.915447,0.656566,1,0,0.076923,0.114095,0.55,0.067568,0,0.2,0.952686,0.75,1,0,0,1,1,1,0,0,0.456667,0.25,0.77,0.803201,0.675831,0.934783,t,f,f,t,f,t,f,f,f,f,f,t,t,f,f,f,f,f,f,0.825316,0.678011,0.73904,0.69693,0.636363,f,f,t,f,NO
0.53197,0.24671,0.802508,0,0.888889,0.642122,0,1,0.153846,0.384615,0.098095,0.3,0.067568,0,0.4,0.744945,0,0.857143,0.115385,0.307692,1,1,1,0,0,0.08,0,0.24,0.624847,0.423826,0.826087,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.597836,0.578256,0.21542,0.317897,0.636363,f,f,t,f,NO
0.700045,0.560898,0.831169,0,0.444444,0.781479,0.181818,1,0,0.230769,0.094095,0.571429,0.057915,0,0.4,0.929679,0.625,1,0,0.038462,0.852564,0,1,0.076923,0.153846,0.516667,0.23,0.73,0.753428,0.641466,0.869565,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.761021,0.690221,0.494142,0.641739,0.433081,f,f,t,f,NO
0.530625,0.160256,0.804848,0,0.888889,0.970113,0.828283,1,0,0,0.122095,0.7,0.067568,0,0,0.966691,0.583333,1,0,0.038462,1,1,1,0,0,0.576667,0.45,0.7,0.670838,0.618557,0.728261,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.848759,0.539057,0.75926,0.733029,0.636363,f,f,t,f,NO
0.960548,0.94697,0.969697,0,0,0.99244,0.959596,1,0,0,0.124,0.7,0.067568,0,0,0.946719,0.333333,0.857143,0,0.038462,1,1,1,0,0,0.983333,0.95,1,0.965696,0.985109,0.956522,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.978305,0.717899,0.773054,0.776174,0.636363,f,f,t,f,YES
0.922624,0.833333,0.944833,0,0,0.880801,0.30303,1,0,0.153846,0.122667,0.8,0.067568,0,0,0.997115,0.9,1,0,0,1,1,1,0,0,0.993333,0.98,1,0.921046,0.91638,0.934783,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.924413,0.738516,0.765495,0.727095,0.636363,f,f,t,f,YES
0.526169,0.293803,0.702194,0,0.888889,0.761461,0,1,0.076923,0.230769,0.104,0.428571,0.067568,0,0.4,0.805732,0.222222,1,0,0.269231,1,1,1,0,0,0.426667,0.29,0.6,0.648026,0.538373,0.76087,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.70006,0.60855,0.639078,0.708986,0.636363,f,f,t,f,NO
0.90889,0.803572,0.944833,0,0,0.799188,0.10101,1,0,0.307692,0.102286,0.4,0.064189,0,0.2,0.939443,0.259259,1,0,0.038462,0.897436,0,1,0.076923,0.153846,0.876667,0.76,1,0.860294,0.874047,0.855556,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.850118,0.723384,0.504913,0.641752,0.49495,f,f,t,f,YES
0.681543,0.493421,0.802508,0,0.333333,0.89081,0.545455,1,0,0.076923,0.093143,0.4,0.067568,0,0.6,0.959921,0.75,1,0,0,1,1,1,0,0,0.503333,0.34,0.61,0.759406,0.687286,0.836957,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.828454,0.677643,0.701625,0.75242,0.636363,f,f,t,f,YES
0.690209,0.570436,0.824242,0,0.555556,0.947785,0.777778,1,0,0,0.105524,0.4,0.067568,0,0.2,0.950171,0.666667,0.857143,0,0.038462,0.846154,0,1,0.153846,0.153846,0.57,0.16,0.9,0.776118,0.710195,0.847826,t,f,f,f,t,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.864643,0.728809,0.730725,0.748911,0.424243,f,f,t,f,NO
0.854082,0.744048,0.969697,0,0,0.939316,0.707071,1,0,0,0.100762,0,0.067568,0.2,0.2,0.935388,0.375,1,0,0.076923,0.846154,0,1,0.153846,0.153846,0.92,0.78,1,0.865174,0.824742,0.913043,t,f,f,t,f,t,f,f,t,f,f,f,t,f,f,f,f,f,f,0.916648,0.787639,0.723545,0.684448,0.424243,f,f,t,f,YES
0.928066,0.804924,0.969697,0,0,0.932386,0.414141,1,0,0.076923,0.119619,0.8,0.064189,0,0,0.989683,0.866667,1,0,0,0.974359,0.666667,1,0,0.076923,0.92,0.77,1,0.965574,0.973654,0.967391,t,f,f,f,t,t,f,f,t,f,f,f,f,f,t,f,f,f,f,0.947444,0.669694,0.696901,0.717484,0.60101,f,f,t,f,NO
0.718656,0,0.895105,0.111111,0.222222,0.971652,0.878788,1,0,0,0.117714,0.8,0.067568,0,0,0.972735,0.625,1,0,0.038462,0.846154,0,1,0.153846,0.153846,0.926667,0.88,0.98,0.85456,0.859106,0.858696,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.91535,0.661953,0.759448,0.697727,0.424243,f,f,t,f,YES
0.744277,0.416667,0.842105,0,0.222222,0.965493,0.868687,1,0,0,0.118667,0.7,0.067568,0,0,0.878382,0,1,0.038462,0.115385,0.984615,0.8,1,0,0,0.466667,0.15,0.74,0.71561,0.69874,0.73913,t,f,f,t,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,0.850082,0.80306,0.761149,0.700502,0.654545,f,f,t,f,NO
0.570522,0,0.824242,0.111111,0.888889,0.756072,0,1,0.153846,0.230769,0.082667,0,0.067568,0.2,0.4,0.958727,0.75,1,0,0,0.910256,0.333333,1,0,0.076923,0.35,0.02,0.71,0.608989,0.4811,0.73913,t,f,f,f,t,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.717747,0.515073,0.534013,0.718463,0.611111,f,f,t,f,NO
0.634137,0.507478,0.714513,0,0.777778,0.732204,0,1,0.076923,0.307692,0.092381,0.5,0.067568,0,0.4,0.926371,0.375,1,0,0.038462,0.898718,0.333333,1,0,0.153846,0.58,0.38,0.77,0.748792,0.721649,0.782609,t,f,f,f,t,t,f,f,f,f,f,t,f,f,t,f,f,f,f,0.741724,0.681627,0.574074,0.663256,0.624747,f,f,t,f,NO
0.751399,0.568182,0.969697,0,0.333333,0.793029,0,1,0.153846,0.230769,0.116191,0.6,0.064189,0,0.2,0.835183,0,1,0.038462,0.269231,0.807692,0,1,0.153846,0.153846,0.516667,0.16,0.82,0.770019,0.652921,0.891304,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.77426,0.554185,0.45994,0.461215,0.469697,f,f,t,f,NO
0.775346,0.677083,0.854256,0,0.333333,0.836145,0.050505,1,0,0.153846,0.119429,0.8,0.067568,0,0,0.982106,0.791667,1,0,0,1,1,1,0,0,0.796667,0.73,0.87,0.865296,0.836197,0.902174,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.857629,0.772183,0.602797,0.708045,0.636363,f,f,t,f,YES
0.699017,0.466008,0.815427,0,0.444444,0.681388,0,1,0.153846,0.384615,0.033333,0,0.050676,0.6,0.8,0.781627,0,1,0.115385,0.307692,0.846154,0,1,0.153846,0.153846,0.633333,0.32,1,0.659372,0.572738,0.75,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.686724,0.723502,0.442555,0.453018,0.424243,f,f,t,f,NO
0.277165,0,0.854256,0.666667,0.666667,0.270246,0,1,0.692308,0.769231,0,0,0,1,1,0.482051,0,1,0.5,0.538462,0.692308,0,1,0.307692,0.307692,0.333333,0,1,0.636559,0.492555,0.782609,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.339752,0.3359,0.379818,0.033941,0.212121,f,f,t,f,NO
0.818235,0.684524,0.895105,0,0.111111,0.894659,0.636364,1,0,0.153846,0.077333,0,0.060811,0.2,0.6,0.982424,0.916667,0.857143,0,0,0.846154,0,1,0.153846,0.153846,0.79,0.37,1,0.927024,0.930076,0.933333,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.894194,0.794478,0.681217,0.743725,0.621212,f,f,t,f,YES
0.719436,0.548246,0.872727,0,0.666667,0.872331,0.353535,1,0,0.153846,0.093333,0,0.067568,0.2,0.4,0.96656,0.625,1,0,0.038462,0.980769,0.75,1,0,0,0.53,0.23,0.86,0.693041,0.641466,0.75,t,f,f,t,f,t,f,f,f,f,f,t,t,f,f,f,f,f,f,0.824369,0.676027,0.618292,0.707223,0.609848,f,f,t,f,YES
