@relation cs415all-redo-complete-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-N-R32-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R35-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R37-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R39-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R44-weka.filters.unsupervised.attribute.NominalToBinary-N-A-R56-weka.filters.unsupervised.attribute.Remove-R62-66-weka.filters.unsupervised.attribute.Remove-R60-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute 'Q Avg' numeric
@attribute 'Q Min' numeric
@attribute 'Q Max' numeric
@attribute 'Q \% Zeros' numeric
@attribute 'Q \% below 70\%' numeric
@attribute 'P Avg' numeric
@attribute 'P Min' numeric
@attribute 'P Max' numeric
@attribute 'P \% Zeros' numeric
@attribute 'P \% below 70\%' numeric
@attribute 'PRE Avg' numeric
@attribute 'PRE Min' numeric
@attribute 'PRE Max' numeric
@attribute 'PRE \% Zeros' numeric
@attribute 'PRE \% below 70\%' numeric
@attribute 'L Avg' numeric
@attribute 'L Min' numeric
@attribute 'L Max' numeric
@attribute 'L \% Zeros' numeric
@attribute 'L \% below 70\%' numeric
@attribute 'R Avg' numeric
@attribute 'R Min' numeric
@attribute 'R Max' numeric
@attribute 'R \% Zeros' numeric
@attribute 'R \% below 70\%' numeric
@attribute 'OLE Avg' numeric
@attribute 'OLE Min' numeric
@attribute 'OLE Max' numeric
@attribute 'Exam Avg' numeric
@attribute 'Exam Min' numeric
@attribute 'Exam Max' numeric
@attribute Gender=MALE {f,t}
@attribute Gender=FEMALE {f,t}
@attribute Gender=UNKNOWN {f,t}
@attribute 'CS Major=YES' {f,t}
@attribute 'CS Major=NO' {f,t}
@attribute 'ECE major=NO' {f,t}
@attribute 'ECE major=YES' {f,t}
@attribute Standing=FR {f,t}
@attribute Standing=SO {f,t}
@attribute Standing=GR {f,t}
@attribute Standing=SR {f,t}
@attribute Standing=JR {f,t}
@attribute 'Math Class=MATH 425' {f,t}
@attribute 'Math Class=UNKNOWN' {f,t}
@attribute 'Math Class=MATH 418' {f,t}
@attribute 'Math Class=MATH 531' {f,t}
@attribute 'Math Class=MATH 426' {f,t}
@attribute 'Math Class=NONE' {f,t}
@attribute 'Math Class=MATH 302' {f,t}
@attribute '415 Final Grade' numeric
@attribute 'Q Diff' numeric
@attribute 'P Diff' numeric
@attribute 'L Diff' numeric
@attribute 'R Diff' numeric
@attribute Semester=SEMESTER2007 {f,t}
@attribute Semester=SEMESTER2008 {f,t}
@attribute Semester=SEMESTER2009 {f,t}
@attribute Semester=2010.0 {f,t}
@attribute '416 Grade' numeric

@data
0.747231,0.694445,0.583333,0,0.111111,0.899889,0.808081,1,0,0,0.6,0,1,0.25,0.5,0.914495,0.6,0,0,0.125,1,1,0,0,0,0.855,0.71,1,0.530303,0.402062,0.66,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.857731,0.858272,0.756928,0.473644,0.773125,f,t,f,f,0.75
0.857866,0.78125,0.814813,0,0,0.934372,0.838384,1,0,0,0.65,0.2,1,0,0.5,0.912815,0,0,0.066667,0.062501,0.87963,0,0,0.12037,0.12037,1,1,1,0.666667,0.56701,0.77,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,0.915984,0.840598,0.756594,0.506542,0.579844,f,t,f,f,0.6675
0.651589,0,1,0.125,0.222222,0.688542,0.070707,1,0,0.443459,0.55,0.1,1,0,0.75,0.751575,0,0,0.133333,0.25,0.277777,0,0,0.722223,0.722223,0.945,0.9,0.99,0.570707,0.474227,0.67,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.69443,0.93882,0.453422,0.264486,0.30925,f,t,f,f,0.4175
0.981135,0.972222,1,0,0,1,1,1,0,0,0.925,0.8,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0.717172,0.618557,0.82,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,1,0.851472,0.797663,0.616822,0.773125,f,t,f,f,1
0.900264,0.735294,1,0,0,0.836485,0,1,0.111111,0.110865,0.6125,0,0.9,0.25,0.25,0.90021,0,0,0.066667,0.062501,0.638889,0,0,0.361111,0.361111,1,1,1,0.641414,0.515464,0.77,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.859726,0.824486,0.576627,0.764486,0.541187,f,t,f,f,1
0.913488,0.839121,1,0,0,0.932146,0.848485,1,0,0,0.875,0.7,1,0,0,0.903887,0,0,0.066667,0.062501,1,1,0,0,0,1,1,1,0.656566,0.556701,0.76,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,0.93537,0.780001,0.770951,0.737383,0.773125,f,t,f,f,1
0.65317,0.431034,0.895833,0,0.555556,0.835372,0.444444,1,0,0.110865,0.75,0.6,1,0,0.5,0.761554,0,0,0.133333,0.25,0.87963,0,0,0.12037,0.12037,0.975,0.95,1,0.515152,0.391753,0.64,t,f,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,0.79672,0.86849,0.662771,1,0.579844,f,t,f,f,0.25
0.840264,0.826149,1,0,0,0.818687,0,1,0.111111,0.221729,0.5,0,0.9,0.25,0.75,0.827416,0,0,0.133333,0.125,0.87963,0,0,0.12037,0.12037,0.99,0.98,1,0.616162,0.536082,0.7,t,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.837151,0.834123,0.482137,0.619253,0.579844,f,t,f,f,0.8325
0.738112,0.643382,0.907407,0,0.222222,0.310346,0,1,0.555555,0.665189,0.125,0,0.5,0.75,1,0.720274,0,0,0.066667,0.374999,1,1,0,0,0,0.61,0.52,0.7,0.560606,0.463918,0.66,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.525294,0.816647,0,0.181869,0.773125,f,t,f,f,0
0.761999,0.607639,0.80392,0,0.111111,0.953281,0.929293,1,0,0,0.9,0.8,1,0,0,0.91334,0,0,0.066667,0.062501,1,1,0,0,0,0.875,0.75,1,0.580808,0.525773,0.64,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.902384,0.755609,0.790651,0.731776,0.773125,f,t,f,f,0.8325
0.628702,0.434028,0.607843,0,0.666667,0.85317,0.171717,1,0,0.110865,0.7,0,1,0.25,0.25,0.766806,0,0,0.066667,0.25,0.87963,0,0,0.12037,0.12037,0.58,0.38,0.78,0.606061,0.515464,0.7,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.779909,0.781937,0.566277,0.672898,0.579844,f,t,f,f,0.6675
0.90143,0.88848,0.907407,0,0,0.965517,0.89899,1,0,0,0.925,0.8,1,0,0,0.837711,0,0,0.066667,0.125,1,1,0,0,0,0.94,0.9,0.98,0.646465,0.536082,0.76,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.935954,0.857826,0.797996,0.664486,0.773125,f,t,f,f,1
0.737425,0.549769,0.777777,0,0.222222,0.704116,0,1,0.111111,0.332594,0.5125,0,0.8,0.25,0.5,0.803256,0,0,0.066667,0.1875,0.87963,0,0,0.12037,0.12037,0.895,0.87,0.92,0.560606,0.412371,0.71,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.747223,0.702701,0.426377,0.654767,0.92775,f,t,f,f,0.5
0.741391,0.694445,1,0,0.222222,0.893214,0.828283,1,0,0,0.675,0,1,0.25,0.25,0.942752,0.75,0,0,0,1,1,0,0,0,0.935,0.87,1,0.560606,0.412371,0.71,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.86847,0.776931,0.781636,0.638318,0.773125,f,t,f,f,0.8325
0.777001,0.636574,1,0,0.111111,0.953281,0.878788,1,0,0,0.8875,0.75,1,0,0,0.847899,0,0,0.066667,0.1875,1,1,0,0,0,0.975,0.95,1,0.656566,0.536082,0.78,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,0.911359,0.823191,0.761269,0.700561,0.773125,f,t,f,f,1
0.700529,0.590278,1,0,0.555556,0.8109,0.525253,1,0,0.110865,0.55,0.1,1,0,0.75,0.928781,0.65,0,0,0.062501,1,1,0,0,0,0.92,0.86,0.98,0.550505,0.381443,0.72,f,f,t,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.814296,0.790858,0.615025,0.608972,0.773125,f,t,f,f,0.5825
0.868078,0.78125,0.90196,0,0,0.618465,0,1,0.222222,0.332594,0.95,0.8,1,0,0,0.604937,0,0,0.200001,0.4375,0.398148,0,0,0.601852,0.601852,0.86,0.85,0.87,0.656566,0.56701,0.75,t,f,f,t,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,0.702863,0.819492,0.154591,0.622617,0.154625,f,t,f,f,0.4175
0.547824,0.367647,0.313727,0,0.444444,0.849834,0.656566,1,0,0.110865,0.5875,0,0.8,0.25,0.25,0.905987,0.25,0,0,0.125,0.87963,0,0,0.12037,0.12037,0.535,0.42,0.65,0.535354,0.484536,0.59,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.767505,0.647496,0.681469,0.505607,0.92775,f,t,f,f,0.3325
0.729229,0,0.90196,0.125,0.111111,0.692992,0,1,0.111111,0.443459,0.625,0,1,0.25,0.5,0.845588,0,0,0.066667,0.1875,1,1,0,0,0,0.9,0.8,1,0.686869,0.536082,0.84,t,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.769397,0.757404,0.274123,0.697197,0.773125,f,t,f,f,0.5825
0.731436,0.646552,0.7,0,0.246913,0.867459,0.272727,1,0,0.093809,0.171429,0,0.857143,0.8,0.8,0.852917,0.416667,1,0,0.158654,0.75,0,0,0.25,0.25,0.87,0.81,0.97,0.871152,0.870561,0.880435,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.827494,0.779679,0.627712,0.500334,0.625863,f,f,t,f,0.4175
0.486101,0.213675,0.36508,0,0.864198,0.748866,0,1,0.094017,0.187617,0.552857,0,0.857143,0.2,0.6,0.928454,0.725,1,0,0,0.729167,0,0,0.25,0.25,0.516667,0.39,0.61,0.593007,0.526919,0.663043,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.688092,0.631301,0.448366,0.534098,0.354349,f,f,t,f,0
0.953066,0.94697,1,0,0,0.990758,0.959596,1,0,0,0.93,0.7,1,0,0,0.926123,0.333333,0,0,0.052885,1,1,0,0,0,0.983333,0.95,1,0.965696,0.985109,0.956522,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.973954,0.818698,0.793704,0.678165,0.773125,f,f,t,f,1
0.90795,0.833333,0.91453,0,0,0.854282,0.30303,1,0,0.187617,0.92,0.8,1,0,0,0.996,0.9,1,0,0,1,1,0,0,0,0.993333,0.98,1,0.921046,0.91638,0.934783,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.909253,0.842209,0.784164,0.607596,0.773125,f,f,t,f,1
0.891612,0.803572,0.91453,0,0,0.754514,0.10101,1,0,0.375234,0.767143,0.4,0.95,0,0.2,0.916034,0.259259,1,0,0.052885,0.888889,0,0,0.083333,0.166666,0.876667,0.76,1,0.860294,0.874047,0.855556,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.820058,0.824952,0.455282,0.484884,0.60132,f,f,t,f,0.5
0.62115,0.493421,0.425287,0,0.37037,0.866518,0.545455,1,0,0.093809,0.698571,0.4,1,0,0.6,0.944428,0.75,1,0,0,1,1,0,0,0,0.503333,0.34,0.61,0.759406,0.687286,0.836957,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.794049,0.772789,0.703554,0.644011,0.773125,f,f,t,f,0.6675
0.82641,0.744048,1,0,0,0.925815,0.707071,1,0,0,0.755714,0,1,0.2,0.2,0.910412,0.375,1,0,0.105769,0.833334,0,0,0.166666,0.166666,0.92,0.78,1,0.865174,0.824742,0.913043,t,f,f,t,f,t,f,f,t,f,f,f,t,f,f,f,f,f,f,0.899932,0.89823,0.731219,0.546275,0.515417,f,f,t,f,0.5825
0.665301,0,0.74359,0.138889,0.246913,0.965346,0.878788,1,0,0,0.882857,0.8,1,0,0,0.962196,0.625,1,0,0.052885,0.833334,0,0,0.166666,0.166666,0.926667,0.88,0.98,0.85456,0.859106,0.858696,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.898373,0.754896,0.776532,0.565368,0.515417,f,f,t,f,1
0.732742,0.677083,0.603173,0,0.37037,0.799692,0.050505,1,0,0.187617,0.895714,0.8,1,0,0,0.975189,0.791667,1,0,0,1,1,0,0,0,0.796667,0.73,0.87,0.865296,0.836197,0.902174,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.829076,0.880603,0.578822,0.580204,0.773125,f,f,t,f,0.3325
0.783764,0.684524,0.74359,0,0.123457,0.871224,0.636364,1,0,0.187617,0.58,0,0.9,0.2,0.6,0.97563,0.916667,0,0,0,0.833334,0,0,0.166666,0.166666,0.79,0.37,1,0.927024,0.930076,0.933333,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.872974,0.906029,0.677796,0.631509,0.754717,f,f,t,f,0.9175
0.666229,0.548246,0.666667,0,0.740741,0.843929,0.353535,1,0,0.187617,0.7,0,1,0.2,0.4,0.953634,0.625,1,0,0.052885,0.979166,0.75,0,0,0,0.53,0.23,0.86,0.693041,0.641466,0.75,t,f,f,t,f,t,f,f,f,f,f,t,t,f,f,f,f,f,f,0.789145,0.770947,0.598378,0.579022,0.740911,f,f,t,f,0.6675
0.86515,0.78125,0.924243,0,0,0.981347,0.808081,1,0,0,0.825714,0.4,1,0,0.2,0.951479,0.4,1,0,0.052885,1,1,0,0,0,0.99,0.98,1,0.866149,0.851636,0.888889,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,0.951884,0.913306,0.764608,0.677857,0.773125,f,f,t,f,1
0.698261,0.565476,0.57265,0,0.246913,0.849577,0.484848,1,0,0.093809,0.827143,0.6,0.95,0,0.2,0.93427,0.72,1,0,0,0.979166,0.75,0,0,0,0.943333,0.92,0.96,0.899576,0.874047,0.933333,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.85513,0.912701,0.729311,0.57183,0.800736,f,f,t,f,0.9175
0.510099,0.496031,0.122807,0,0.987654,0.922991,0.767677,1,0,0,0.815714,0.4,1,0,0.2,0.951602,0.791667,1,0,0,0.895833,0,0,0.083333,0.083333,0.653333,0.48,0.91,0.643512,0.630011,0.663043,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.807627,0.800265,0.744813,0.563237,0.671883,f,f,t,f,0.5825
0.890479,0.804924,0.91228,0,0,0.933344,0.606061,1,0,0.093809,0.605714,0,0.928571,0.2,0.4,0.963241,0.6,1,0,0.052885,0.972222,0.666667,0,0,0.083333,0.986667,0.96,1,0.915922,0.91887,0.922222,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.930314,0.806849,0.741474,0.623714,0.730173,f,f,t,f,0.9175
0.890943,0.862069,1,0,0,0.947463,0.606061,1,0,0.093809,0.77,0.4,1,0,0.4,0.986541,0.875,1,0,0,1,1,0,0,0,0.98,0.94,1,0.910067,0.91638,0.913043,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.942131,0.839323,0.853326,0.583835,0.773125,f,f,t,f,1
0.923755,0.922619,1,0,0,0.94558,0.838384,1,0,0,0.67,0,1,0.2,0.4,0.957824,0.725,0,0,0,1,1,0,0,0,0.983333,0.95,1,0.887865,0.893471,0.891304,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.939293,0.849503,0.753876,0.605939,0.773125,f,f,t,f,1
0.856867,0.729167,0.91453,0,0,0.988876,0.959596,1,0,0,0.865714,0.6,1,0,0.2,0.93432,0.333333,0,0,0.052885,1,1,0,0,0,0.94,0.85,0.99,0.931904,0.904926,0.967391,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.949006,0.91317,0.787264,0.72315,0.773125,f,f,t,f,1
0.881929,0.828599,1,0,0,0.842988,0.424242,1,0,0.281426,0.3,0,1,0.6,0.8,0.931184,0.55,1,0,0.105769,0.875,0,0,0.083333,0.083333,0.9,0.77,1,0.860049,0.859106,0.869565,t,f,f,t,f,t,f,f,f,f,f,t,t,f,f,f,f,f,f,0.85898,0.806105,0.575006,0.524073,0.639669,f,f,t,f,0.5825
0.384847,0.347222,0.133333,0,0.987654,0.490032,0,1,0.282051,0.562851,0.13,0,0.65,0.8,1,0.718973,0,0,0.11282,0.423076,0.833334,0,0,0.166666,0.166666,0.403333,0.12,0.79,0.620456,0.526919,0.717391,t,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,0.50784,0.645571,0.445027,0.778009,0.754717,f,f,t,f,0.4175
0.707243,0.595239,0.736843,0,0.493827,0.618978,0,1,0.094017,0.562851,0.741429,0.3,0.95,0,0.4,0.880196,0.55,1,0,0.158654,0.805556,0,0,0.166666,0.25,0.86,0.67,1,0.765872,0.778924,0.76087,f,t,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.71786,0.866054,0.385404,0.546163,0.711766,f,f,t,f,0.1675
0.86837,0.75431,0.924243,0,0,0.902285,0.787879,1,0,0,0.895714,0.6,1,0,0.2,0.939395,0.777778,0,0,0,0.979166,0.75,0,0,0,0.946667,0.87,1,0.954473,0.962199,0.956522,t,f,f,f,t,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.914786,0.877384,0.742189,0.642949,0.800736,f,f,t,f,1
0.721581,0.684524,0.68254,0,0.123457,0.746042,0.10101,1,0,0.375234,0.858571,0.642857,1,0,0.2,0.822435,0.291667,0,0,0.158654,1,1,0,0,0,0.57,0.29,0.79,0.810765,0.784402,0.844444,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.743104,0.786547,0.607679,0.498059,0.773125,f,f,t,f,0.25
0.720253,0.610632,0.52381,0,0.246913,0.966287,0.909091,1,0,0,0.805714,0.4,1,0,0.2,0.978232,0.866667,1,0,0,1,1,0,0,0,0.853333,0.78,0.99,0.88823,0.885254,0.9,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.915199,0.818702,0.778201,0.581222,0.773125,f,f,t,f,1
0.861939,0.79023,0.924243,0,0,0.707453,0,1,0.188034,0.281426,0.93,0.7,1,0,0,0.946874,0.75,1,0,0,1,1,0,0,0,0.956667,0.9,1,0.926658,0.927835,0.934783,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.821307,0.918515,0.657047,0.651678,0.773125,f,f,t,f,0.3325
0.626083,0.507478,0.385963,0,0.617284,0.937109,0.818182,1,0,0,0.785714,0.642857,1,0,0.2,0.846289,0,1,0.056411,0.158654,0.979166,0.75,0,0,0,0.373333,0.05,0.75,0.680965,0.538373,0.826087,t,f,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,0.794801,0.676823,0.769854,0.392559,0.800736,f,f,t,f,0.4175
0.422647,0,0.318183,0.277778,0.740741,0.522034,0,1,0.282051,0.562851,0,0,0,1,1,0.6789,0,1,0.282052,0.370192,0,0,0,1,1,0.876667,0.75,1,0.848948,0.847652,0.858696,t,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,0.556486,0.846843,0.535893,0.541855,0.662679,f,f,t,f,0
0.593978,0,0.91228,0.138889,0.617284,0.866518,0.585859,1,0,0.187617,0.22,0,0.7,0.6,0.8,0.840055,0,1,0.11282,0.105769,1,1,0,0,0,0.89,0.71,0.99,0.759894,0.733104,0.793478,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.814101,0.846352,0.743859,0.402072,0.773125,f,f,t,f,0.6675
0.841807,0.685307,1,0,0.123457,0.914521,0.636364,1,0,0.187617,0.828571,0.7,0.95,0,0,0.958247,0.7,0,0,0,1,1,0,0,0,0.95,0.92,0.98,0.898966,0.904926,0.902174,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.912651,0.886516,0.695683,0.586207,0.773125,f,f,t,f,0.8325
0.62161,0.534189,0.318183,0,0.617284,0.772397,0.282828,1,0,0.281426,0.65,0.4,0.95,0,0.6,0.635992,0,1,0.056411,0.475962,0.916667,0,0,0.083333,0.083333,0.456667,0.28,0.56,0.754526,0.744559,0.771739,f,t,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.700098,0.814924,0.859051,0.45077,0.883571,f,f,t,f,0
0.8384,0.794956,0.91453,0,0,0.671686,0,1,0.188034,0.375234,0.672857,0,1,0.2,0.2,0.893165,0,1,0.056411,0.105769,0.75,0,0,0.25,0.25,0.913333,0.8,0.99,0.882496,0.896459,0.877778,t,f,f,f,t,t,f,f,t,f,f,f,f,f,f,f,f,t,f,0.772791,0.833132,0.29907,0.477326,0.386562,f,f,t,f,0.9175
0.883267,0.804924,0.920633,0,0,0.924873,0.727273,1,0,0,0.891429,0.7,1,0,0,0.978837,0.766667,1,0,0,1,1,0,0,0,0.896667,0.75,1,0.960206,0.974899,0.955556,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,0.931672,0.827116,0.754353,0.610195,0.773125,f,f,t,f,0.9175
0.568357,0.535715,0.473683,0,0.864198,0.655685,0,1,0.094017,0.375234,0.49,0,1,0.4,0.6,0.885622,0,1,0.056411,0.052885,1,1,0,0,0,0.78,0.66,0.97,0.82089,0.790378,0.858696,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.703507,0.83795,0.531123,0.661981,0.773125,f,f,t,f,0
0.533734,0.446428,0.36508,0,0.987654,0.933344,0.757576,1,0,0,0.742857,0.4,1,0,0.4,0.962788,0.833333,1,0,0,1,1,0,0,0,0.45,0.18,0.75,0.598131,0.492555,0.706522,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.79729,0.830121,0.744574,0.599109,0.773125,f,f,t,f,0.6675
0.438532,0.301535,0.195403,0,0.864198,0.921108,0.808081,1,0,0,0.775714,0.642857,0.9,0,0.2,0.936399,0.5,1,0,0.052885,0.916667,0,0,0.083333,0.083333,0.4,0.04,0.76,0.664495,0.538373,0.793478,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.772282,0.617855,0.744574,0.536937,0.644271,f,f,t,f,0.3325
0.659867,0.545635,1,0,0.493827,0.862753,0.090909,1,0,0.093809,0.661429,0.4,0.85,0,0.4,0.968968,0.833333,1,0,0,1,1,0,0,0,0.42,0.23,0.7,0.698166,0.607102,0.793478,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.778234,0.837405,0.672072,0.638723,0.773125,f,f,t,f,0.5
0.73394,0.721154,0.761903,0,0.123457,0.941815,0.878788,1,0,0,0.847143,0.7,1,0,0,0.851817,0.333333,0,0,0.105769,0.916667,0,0,0.083333,0.083333,0.883333,0.7,1,0.848338,0.790378,0.913043,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.888888,0.760158,0.744097,0.57357,0.883571,f,f,t,f,0.75
0.473409,0.328947,0.20635,0,0.740741,0.917343,0.79798,1,0,0,0.87,0.4,1,0,0.2,0.953836,0.75,1,0,0,1,1,0,0,0,0.22,0.06,0.47,0.626799,0.607102,0.652174,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.751563,0.600556,0.725494,0.58815,0.773125,f,f,t,f,0.5825
0.709384,0.641026,0.666667,0,0.246913,0.820399,0,1,0.094017,0.187617,1,1,1,0,0,0.684503,0,0,0.176,0.385,0.819444,0,0,0.180556,0.180556,0.836667,0.55,0.99,0.809765,0.797251,0.83,t,f,f,t,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,0.798946,0.768048,0.553542,0.196774,0.515417,f,f,f,t,0.5825
0.891552,0.88141,1,0,0,0.852401,0.575758,1,0,0.187617,0.8,0.8,0.8,0,0,0.938992,0.7,0,0,0,0.97066,0.8,0,0,0,0.993333,0.98,1,0.93266,0.948454,0.926667,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.899463,0.802681,0.89244,0.604785,0.815003,f,f,f,t,1
0.747516,0.590278,0.666667,0,0.246913,0.957816,0.858586,1,0,0,0.9,0.8,1,0,0,0.912009,0.75,0,0,0,0.951475,0.75,0,0,0,0.88,0.66,1,0.86532,0.879725,0.86,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,0.912496,0.929036,0.775578,0.59274,0.810171,f,f,f,t,1
0.658964,0.533536,0.444443,0,0.493827,0.810986,0.454545,1,0,0.187617,0.5,0.2,0.8,0,0.5,0.837725,0.5,0,0,0.22,0.884359,0.285714,0,0,0.180556,0.793333,0.5,1,0.782828,0.752577,0.82,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.79786,0.756745,0.648462,0.49051,0.646725,f,f,f,t,0.75
0.381556,0.152439,0.625,0,0.987654,0.832635,0.656566,1,0,0.093809,0.3,0,0.6,0.5,1,0.740088,0,0,0.058667,0.33,0.97555,0.875,0,0,0,0.286667,0.03,0.75,0.481482,0.446735,0.52,t,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,0.679604,0.646419,0.727164,0.324278,0.786547,f,f,f,t,0
0.767604,0.625,0.833333,0,0.37037,0.763926,0.323232,0.823529,0,0.281426,0.3,0,0.6,0.5,1,0.723895,0,0,0.117333,0.22,0.277777,0,0,0.722223,0.722223,0.913333,0.84,1,0.897306,0.91409,0.89,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.786517,0.765749,0.859528,0.297655,0.515417,f,f,f,t,0.5825
0.545773,0.46875,0.593497,0,0.740741,0.774279,0.424242,1,0,0.187617,0,0,0,1,1,0.778969,0.083333,0,0,0.165,0.972057,0.833333,0,0,0,0.783333,0.58,0.97,0.730639,0.721649,0.746667,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.748386,0.925953,0.645361,0.400023,0.733242,f,f,f,t,0.25
0.821508,0.685976,1,0,0.123457,0.893814,0.666667,1,0,0.093809,0.9,0.8,1,0,0,0.826958,0,0,0.117333,0.22,1,1,0,0,0,0.976667,0.93,1,0.929293,0.927835,0.94,t,f,f,t,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,0.892706,0.782438,0.773671,0.44369,0.773125,f,f,f,t,0.9175
0.838305,0.72601,1,0,0.123457,0.812869,0.69697,1,0,0.093809,0.7,0.6,0.8,0,0.5,0.942293,0.142857,0,0,0.055,0.952927,0.75,0,0,0,1,1,1,0.868687,0.865979,0.88,t,f,f,t,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,0.866521,0.891753,0.844026,0.529627,0.757478,f,f,f,t,0.9175
0.537371,0.330284,0.166667,0,0.740741,0.735689,0.474747,1,0,0.281426,0.6,0.4,0.8,0,0.5,0.818249,0.5,0,0,0.11,0.900694,0,0,0.090277,0.090277,0.463333,0.18,0.98,0.792929,0.793814,0.8,t,f,f,t,f,t,f,f,t,f,f,f,f,f,f,t,f,f,f,0.712547,0.793952,0.586215,0.449388,0.657156,f,f,f,t,0.5
